Id,MSSubClass,LotFrontage,LotArea,Street,Alley,LotShape,LandSlope,OverallCond,MasVnrArea,ExterCond,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,HeatingQC,CentralAir,2ndFlrSF,LowQualFinSF,BsmtFullBath,BsmtHalfBath,HalfBath,BedroomAbvGr,KitchenAbvGr,Functional,Fireplaces,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,MiscVal,MoSold,YrSold,SalePrice
147,30,51,6120,1,0,0,0,7,0,2,85,3,1,4,209,1,0,506,2,1,0,0,1,0,0,2,1,7,0,2,3,2,48,0,0,0,0,0,0,0,11,2009,105000
148,60,0,9505,1,0,1,0,5,180,2,95,3,1,1,0,1,0,884,4,1,1151,0,0,0,1,3,1,7,1,3,3,2,144,48,0,0,0,0,0,0,5,2010,222500
149,20,63,7500,1,0,0,0,5,120,2,95,3,1,6,680,1,0,400,4,1,0,0,1,0,0,3,1,7,0,0,0,2,0,0,0,0,0,0,0,0,4,2008,141000
150,50,0,6240,1,0,0,0,4,0,2,95,3,1,1,0,1,0,896,3,1,448,0,0,0,0,3,1,7,0,2,3,2,200,114,0,0,0,0,0,0,4,2006,115000
151,20,120,10356,1,0,0,0,6,0,2,85,3,3,4,716,1,0,253,2,1,0,0,0,0,1,3,1,7,0,3,3,2,0,0,0,0,0,0,0,0,1,2007,122000
152,20,107,13891,1,0,0,0,5,436,2,105,3,4,6,1400,1,0,310,4,1,0,0,1,0,0,2,1,7,1,3,3,2,0,102,0,0,0,0,0,0,1,2008,372402
153,60,0,14803,1,0,1,0,5,252,2,85,3,1,3,416,1,0,409,3,1,896,0,0,0,1,4,1,7,1,3,3,2,0,66,0,0,0,0,0,0,6,2006,190000
154,20,0,13500,1,0,0,0,7,0,2,95,3,4,4,429,5,1080,93,3,1,0,0,1,0,0,1,1,7,1,3,3,2,409,0,0,0,0,0,0,0,3,2008,235000
155,30,84,11340,1,0,0,0,5,0,2,85,3,1,1,0,1,0,1200,2,1,0,0,0,0,0,4,1,7,0,2,2,2,0,0,228,0,0,0,0,0,3,2006,125000
156,50,60,9600,1,0,0,0,5,0,2,85,3,1,1,0,1,0,572,1,0,524,0,0,0,0,2,1,7,0,0,0,0,0,8,128,0,0,0,0,0,4,2008,79000
157,20,60,7200,1,0,0,0,7,0,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,2,1,7,0,3,3,2,0,0,0,0,0,0,0,0,6,2006,109500
158,60,92,12003,1,0,0,0,5,84,2,105,3,1,1,0,1,0,774,4,1,1194,0,0,0,1,4,1,7,1,3,3,2,0,75,0,0,0,0,0,0,5,2010,269500
159,60,100,12552,1,0,0,0,5,0,2,95,3,1,6,222,1,0,769,4,1,956,0,0,0,1,3,1,7,1,3,3,2,0,136,0,0,0,0,0,0,5,2010,254900
160,60,134,19378,1,0,1,0,5,456,2,95,3,2,6,57,1,0,1335,4,1,1070,0,1,0,1,4,1,7,1,3,3,2,239,132,0,168,0,0,0,0,3,2006,320000
161,20,0,11120,1,0,1,0,6,0,2,95,3,1,4,660,1,0,572,2,1,0,0,0,0,0,3,1,7,0,3,3,2,0,0,0,0,0,0,0,0,6,2008,162500
162,60,110,13688,1,0,1,0,5,664,2,105,3,3,6,1016,1,0,556,4,1,1096,0,1,0,1,3,1,7,2,3,3,2,400,0,0,0,0,0,0,0,3,2008,412500
163,20,95,12182,1,0,0,0,5,226,2,95,3,2,4,1201,1,0,340,4,1,0,0,0,0,0,3,1,7,1,3,3,2,0,70,0,0,0,0,0,0,5,2010,220000
164,45,55,5500,1,0,0,0,6,0,2,85,3,1,1,0,1,0,882,4,1,0,0,0,0,0,1,1,7,0,0,0,2,0,0,0,0,0,0,0,0,4,2007,103200
165,40,40,5400,1,1,0,0,7,0,3,85,3,2,2,370,1,0,779,3,1,467,0,0,0,0,3,1,7,0,3,3,2,0,0,183,0,0,0,0,0,10,2007,152000
166,190,62,10106,1,0,0,0,7,0,3,85,3,1,5,351,3,181,112,3,1,547,0,1,0,0,4,2,7,0,0,0,2,140,0,0,0,0,0,0,0,9,2008,127500
167,20,0,10708,1,0,1,0,5,0,2,85,3,1,2,379,4,768,470,4,1,0,0,1,0,0,2,1,7,3,3,3,2,476,0,0,0,142,0,0,0,11,2009,190000
168,60,86,10562,1,0,0,0,5,300,2,105,3,1,6,1288,1,0,294,4,1,551,0,1,0,1,3,1,7,1,3,3,2,178,120,0,0,0,0,0,0,11,2007,325624
169,60,62,8244,1,0,1,0,5,0,2,95,3,1,1,0,1,0,840,4,1,880,0,0,0,1,3,1,7,1,3,3,2,100,48,0,0,0,0,0,0,5,2007,183500
170,20,0,16669,1,0,1,0,6,653,2,95,3,1,1,0,1,0,1686,2,1,0,0,0,0,1,2,1,7,1,3,3,2,574,64,0,0,0,0,0,0,1,2006,228000
171,50,0,12358,1,0,1,0,6,0,2,85,3,1,3,360,1,0,360,2,1,0,528,0,0,1,2,1,7,0,3,3,2,237,0,0,0,0,0,0,0,5,2007,128500
172,20,141,31770,1,0,1,0,5,112,2,85,4,4,4,639,1,0,441,1,1,0,0,1,0,0,3,1,7,2,3,3,1,210,62,0,0,0,0,0,0,5,2010,215000
173,160,44,5306,1,0,1,0,7,0,3,95,4,1,6,495,3,215,354,3,1,703,0,1,0,0,2,1,7,1,4,3,2,441,35,0,0,0,0,0,0,6,2006,239000
174,20,80,10197,1,0,1,0,5,491,2,85,3,1,5,288,3,374,700,2,1,0,0,1,0,1,3,1,7,1,3,3,2,0,20,0,0,0,0,0,0,6,2008,163000
175,20,47,12416,1,0,1,0,5,132,2,95,2,1,5,1398,2,208,0,2,1,0,0,1,0,0,3,1,5,1,3,3,2,192,0,0,0,0,0,0,0,11,2008,184000
176,20,84,12615,1,0,0,0,7,0,2,85,4,3,5,477,1,0,725,2,1,0,0,1,0,0,4,1,7,1,3,3,2,0,29,39,0,0,0,0,0,6,2007,243000
177,60,97,10029,1,0,1,0,5,268,2,95,3,1,6,831,1,0,320,2,1,896,0,0,1,1,4,1,7,1,3,3,2,0,228,0,0,192,0,0,0,9,2007,211000
178,50,0,13650,1,0,0,0,5,0,3,85,3,1,5,57,4,441,554,4,1,668,0,1,0,0,4,1,7,1,3,3,2,0,0,0,0,0,0,0,0,7,2006,172500
179,20,63,17423,1,0,1,0,5,748,2,105,3,1,6,1904,1,0,312,4,1,0,0,1,0,0,1,1,7,1,3,3,2,0,60,0,0,0,0,0,0,7,2009,501837
180,30,60,8520,1,0,0,0,6,0,2,85,3,1,1,0,1,0,968,2,1,0,0,0,0,0,2,1,7,0,2,3,0,0,0,184,0,0,0,0,0,7,2007,100000
181,160,0,2117,1,0,0,0,5,456,2,95,3,1,6,436,1,0,320,4,1,756,0,0,0,1,3,1,7,1,3,3,2,0,0,0,0,0,0,0,0,6,2007,177000
182,70,54,7588,1,0,0,0,6,0,2,75,3,1,2,352,1,0,441,3,1,901,0,0,0,1,4,1,7,1,2,3,2,0,0,40,0,0,0,0,0,7,2006,200100
183,20,60,9060,1,0,0,0,6,98,2,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,3,1,7,1,3,3,2,116,0,0,180,0,0,0,0,6,2007,120000
184,50,63,11426,1,0,0,0,5,0,2,95,3,1,1,0,1,0,1362,4,1,720,0,0,0,1,3,1,4,0,3,3,0,280,238,0,0,0,0,0,0,6,2008,200000
185,50,92,7438,1,0,1,0,8,0,2,75,3,1,1,0,1,0,504,3,1,316,0,0,0,0,3,1,7,0,3,3,2,104,0,0,0,0,0,0,0,6,2006,127000
186,75,90,22950,1,0,2,0,9,0,3,85,3,2,1,0,1,0,1107,4,1,1518,572,0,0,1,4,1,7,2,5,3,2,0,260,0,0,410,0,0,0,6,2006,475000
187,80,0,9947,1,0,1,0,5,0,2,95,3,3,6,611,1,0,577,4,1,0,0,1,0,0,3,1,7,0,3,3,2,168,27,0,0,0,0,0,0,6,2009,173000
188,50,60,10410,1,0,0,0,7,0,2,75,3,1,1,0,1,0,660,4,1,704,144,0,0,1,3,1,5,0,2,2,0,0,0,0,140,0,0,0,0,8,2009,135000
189,90,64,7018,1,0,0,0,5,275,2,95,3,3,6,1086,1,0,0,2,1,0,0,2,0,2,2,2,7,2,3,3,2,120,0,0,0,0,0,0,0,6,2009,153337
190,120,41,4923,1,0,0,0,5,0,2,105,3,3,6,1153,1,0,440,4,1,0,0,1,0,1,0,1,7,1,3,3,2,0,120,0,0,224,0,0,0,8,2008,286000
191,70,70,10570,1,0,0,1,8,0,2,95,4,1,3,297,1,0,556,2,1,1178,0,0,0,1,3,1,3,2,3,3,2,0,74,0,0,0,0,0,0,12,2007,315000
192,60,0,7472,1,0,1,0,9,138,2,85,3,1,5,626,1,0,99,3,1,754,0,1,0,1,4,1,7,0,3,3,2,0,32,0,0,0,0,0,0,6,2007,184000
193,20,68,9017,1,0,1,0,5,0,2,95,3,3,6,560,1,0,871,4,1,0,0,1,0,0,3,1,7,0,3,3,2,0,35,0,0,0,0,0,0,9,2009,192000
194,160,24,2522,1,0,0,0,5,50,2,95,3,1,1,0,1,0,970,4,1,739,0,0,0,0,3,1,3,0,3,3,2,0,40,0,0,0,0,0,0,5,2006,130000
195,20,60,7180,1,0,1,0,7,0,2,85,3,3,5,390,1,0,474,2,1,0,0,0,0,0,3,1,7,0,3,3,2,0,0,0,0,0,0,0,0,5,2008,127000
196,160,24,2280,1,0,0,0,6,0,2,95,3,1,5,566,1,0,289,2,1,601,0,0,0,1,3,1,7,1,3,3,2,87,0,0,0,0,0,0,0,7,2009,148500
197,20,79,9416,1,0,0,0,5,205,2,105,3,1,6,1126,1,0,600,4,1,0,0,1,0,0,3,1,7,1,3,3,2,171,138,0,0,266,0,0,0,9,2007,311872
198,75,174,25419,1,0,0,0,4,0,3,85,3,1,6,1036,2,184,140,3,1,1360,392,1,1,0,4,1,7,1,3,3,2,0,16,552,0,0,512,4,0,3,2006,235000
199,75,92,5520,1,0,0,0,6,0,2,85,3,1,1,0,1,0,755,4,1,929,371,0,0,0,5,1,7,0,0,0,2,0,198,30,0,0,0,0,0,7,2009,104000
200,20,76,9591,1,0,0,0,5,262,2,105,3,3,6,1088,1,0,625,4,1,0,0,1,0,0,3,1,7,1,3,3,2,0,26,0,0,170,0,0,0,1,2009,274900
201,20,80,8546,1,0,0,0,5,0,2,95,3,1,1,0,1,0,1121,4,1,0,0,0,0,0,2,1,7,0,3,3,2,132,64,0,0,0,0,0,0,3,2010,140000
202,20,75,10125,1,0,0,0,6,0,2,85,3,1,5,641,2,279,276,2,1,0,0,0,1,0,3,1,7,2,3,3,2,238,83,0,0,0,0,0,0,2,2008,171500
203,50,50,7000,1,0,0,0,6,0,3,75,3,1,2,617,1,0,0,3,1,445,0,0,0,0,2,1,6,0,3,3,2,0,0,126,0,0,0,0,0,5,2006,112000
204,120,0,4438,1,0,0,0,5,205,2,95,3,3,6,662,1,0,186,4,1,0,0,1,0,0,1,1,7,1,3,3,2,149,0,0,0,0,0,0,0,1,2008,149000
205,50,50,3500,1,1,0,0,7,0,2,85,3,1,2,312,1,0,408,2,1,564,0,0,0,1,2,1,7,0,3,3,2,0,35,0,0,0,0,0,0,4,2009,110000
206,20,99,11851,1,0,0,0,5,0,2,95,3,1,1,0,1,0,1424,4,1,0,0,0,0,0,3,1,7,0,3,3,2,0,34,0,508,0,0,0,0,5,2009,180500
207,20,40,13673,1,0,1,0,5,0,3,85,3,1,1,0,1,0,1140,2,1,0,0,0,0,1,3,1,5,1,3,3,2,0,30,0,0,0,0,0,0,3,2007,143900
208,20,0,12493,1,0,1,0,5,0,2,85,3,1,5,419,3,306,375,2,1,0,0,1,0,0,3,1,7,1,3,3,2,355,0,0,0,0,0,0,0,4,2008,141000
209,60,0,14364,1,0,1,1,5,128,2,95,3,4,6,1065,1,0,92,4,1,882,0,1,0,1,3,1,7,1,3,3,2,60,55,0,0,154,0,0,0,4,2007,277000
210,20,75,8250,1,0,0,0,7,260,2,95,3,1,3,787,1,0,305,4,1,0,0,1,0,0,3,1,7,0,3,4,2,0,0,0,0,0,0,0,0,7,2008,145000
211,30,67,5604,1,0,0,0,6,0,2,85,3,1,3,468,1,0,396,2,0,0,0,1,0,0,2,1,7,0,0,0,2,0,0,96,0,0,0,0,0,4,2008,98000
212,20,83,10420,1,0,0,0,5,0,2,95,3,2,6,36,1,0,1176,4,1,0,0,0,0,0,3,1,7,0,3,3,2,100,22,0,0,0,0,0,0,3,2010,186000
213,60,72,8640,1,0,0,0,5,0,2,95,3,1,6,822,1,0,78,4,1,920,0,1,0,1,3,1,7,1,3,3,2,168,108,0,0,0,0,0,0,7,2009,252678
214,20,43,13568,1,0,2,0,5,0,2,95,3,1,5,716,1,0,274,4,1,0,0,0,1,0,3,1,7,0,3,3,2,224,0,0,0,0,0,0,0,7,2006,156000
215,60,0,10900,1,0,1,0,7,153,2,95,3,1,6,378,1,0,311,4,1,703,0,0,0,1,3,1,7,0,3,3,2,0,36,0,0,0,0,0,450,3,2010,161750
216,20,72,10011,1,0,1,0,6,64,2,85,3,1,4,360,1,0,710,2,1,0,0,0,1,0,2,1,6,1,3,3,2,0,0,0,0,0,0,0,0,5,2006,134450
217,20,65,8450,1,0,0,0,5,266,2,95,3,2,6,946,1,0,490,4,1,0,0,1,0,0,3,1,7,0,3,3,2,139,98,0,0,0,0,0,0,4,2008,210000
218,70,57,9906,1,1,0,0,4,0,2,85,3,1,1,0,1,0,686,1,0,518,0,0,0,0,3,1,7,0,3,3,2,0,172,60,0,0,0,0,0,9,2006,107000
219,50,0,15660,1,0,1,0,9,312,3,85,3,1,4,341,1,0,457,4,1,817,0,0,1,1,3,1,7,2,3,3,2,0,119,150,0,0,0,0,0,5,2008,311500
220,120,43,3010,1,0,0,0,5,16,2,95,3,3,6,16,1,0,1232,4,1,0,0,0,0,0,2,1,7,0,3,3,2,108,0,0,0,0,0,0,0,3,2006,167240
221,20,73,8990,1,0,1,0,5,0,2,95,3,2,1,0,1,0,1498,4,1,0,0,0,0,0,2,1,7,0,3,3,2,351,33,0,0,0,0,0,0,4,2006,204900
222,60,0,8068,1,0,1,0,5,0,2,95,3,1,1,0,1,0,1010,4,1,1257,0,0,0,1,4,1,7,1,3,3,2,120,46,0,0,0,0,0,0,12,2009,200000
223,60,85,11475,1,0,0,0,6,0,2,95,3,1,5,550,1,0,163,2,1,741,0,1,0,1,3,1,7,1,3,3,2,209,208,0,0,0,0,0,0,2,2006,179900
224,20,70,10500,1,0,0,0,6,0,2,85,3,1,5,524,2,180,160,3,1,0,0,0,0,0,2,1,7,0,3,3,2,216,0,0,0,0,0,0,0,3,2009,97000
225,20,103,13472,1,0,0,0,5,922,2,105,3,4,6,56,1,0,2336,4,1,0,0,0,0,0,3,1,7,1,3,3,2,248,105,0,0,0,0,0,0,6,2009,386250
226,160,21,1680,1,0,0,0,5,142,2,85,3,1,1,0,1,0,630,2,1,672,0,0,0,1,3,1,7,0,3,3,2,0,0,0,0,0,0,0,0,5,2009,112000
227,60,82,9950,1,0,1,0,5,290,2,95,3,1,6,565,1,0,638,4,1,1306,0,0,0,1,4,1,7,1,3,3,2,224,114,0,0,0,0,0,0,6,2007,290000
228,160,21,1869,1,0,0,0,6,127,2,85,3,1,3,321,1,0,162,2,1,504,0,0,0,1,2,1,7,0,3,3,2,0,0,0,0,0,0,0,0,9,2008,106000
229,20,70,8521,1,0,0,0,5,0,2,85,3,1,5,842,1,0,70,2,1,0,0,0,0,0,3,1,7,1,3,3,2,0,0,0,0,0,0,0,0,5,2010,125000
230,120,43,3182,1,0,0,0,5,16,2,95,3,3,6,16,1,0,1357,4,1,0,0,0,0,0,2,1,7,1,3,3,2,143,20,0,0,0,0,0,0,5,2009,192500
231,20,73,8760,1,0,0,0,6,220,2,85,3,1,1,0,1,0,1194,2,1,0,0,1,0,0,3,1,7,0,3,3,2,0,0,120,0,0,0,0,0,4,2010,148000
232,60,174,15138,1,0,1,0,5,506,2,95,3,1,6,689,1,0,773,4,1,1304,0,1,0,1,4,1,7,1,3,3,2,0,146,202,0,0,0,0,0,7,2009,403000
233,160,21,1680,1,0,0,0,5,297,2,85,3,1,1,0,1,0,483,2,1,504,0,0,0,1,2,1,7,1,3,3,2,0,0,0,0,0,0,0,0,6,2006,94500
234,20,75,10650,1,0,0,0,6,0,2,85,4,3,2,182,5,712,0,2,1,0,0,1,0,0,3,1,7,0,3,3,2,365,0,0,0,0,0,0,0,2,2010,128200
235,60,0,7851,1,0,0,0,5,0,2,95,3,1,6,625,1,0,235,4,1,1100,0,1,0,1,4,1,7,2,3,3,2,288,48,0,0,0,0,0,0,5,2010,216500
236,160,21,1680,1,0,0,0,3,604,2,85,3,1,5,358,1,0,125,2,1,504,0,0,0,1,2,1,7,0,3,3,2,0,0,0,0,0,0,0,0,8,2008,89500
237,20,65,8773,1,0,0,0,5,98,2,95,3,3,6,24,1,0,1390,4,1,0,0,0,0,0,3,1,7,0,3,3,2,132,105,0,0,0,0,0,0,5,2010,185500
238,60,0,9453,1,0,1,0,7,0,2,95,3,1,4,402,1,0,594,4,1,730,0,0,0,1,3,1,7,0,3,3,2,370,70,0,238,0,0,0,0,2,2010,194500
239,20,93,12030,1,0,0,0,5,254,2,105,3,1,1,0,1,0,1694,4,1,0,0,0,0,0,3,1,7,0,3,3,2,168,228,0,0,0,0,0,0,12,2007,318000
240,50,52,8741,1,0,0,0,4,0,2,85,2,1,2,94,1,0,641,2,1,689,0,0,0,1,3,1,7,1,3,3,2,0,140,0,0,0,0,0,0,4,2010,113000
241,20,75,9000,1,0,0,0,5,36,2,95,3,3,6,1078,1,0,488,4,1,0,0,1,0,0,3,1,7,0,3,3,2,144,168,0,0,0,0,0,0,4,2010,262500
242,30,40,3880,1,0,0,0,9,0,3,85,3,1,5,329,1,0,357,3,1,0,0,0,0,0,2,1,7,0,0,0,2,58,42,0,0,0,0,0,0,8,2007,110500
243,50,63,5000,1,0,0,0,4,0,2,85,3,1,1,0,1,0,540,3,0,551,0,0,0,0,3,1,7,0,2,3,2,0,0,77,0,0,0,0,0,4,2006,79000
244,160,75,10762,1,0,0,0,6,0,2,95,3,1,1,0,1,0,626,2,1,591,0,0,0,1,3,1,7,1,3,3,2,0,28,0,0,0,0,0,0,4,2009,120000
245,60,0,8880,1,0,1,0,5,0,2,95,3,1,6,695,1,0,253,4,1,888,0,1,0,1,3,1,7,2,3,3,2,0,130,0,0,0,0,0,0,5,2010,205000
246,20,80,10400,1,0,0,0,5,102,2,95,3,3,6,929,1,0,916,3,1,0,0,0,1,0,3,1,7,1,3,3,2,197,39,0,0,0,0,0,0,6,2006,241500
247,190,69,9142,1,1,0,0,8,0,1,75,3,1,1,0,1,0,1020,3,0,1020,0,0,0,0,4,2,7,0,1,1,2,0,60,112,0,0,0,0,0,4,2006,137000
248,20,75,11310,1,0,0,0,5,0,2,85,3,1,1,0,1,0,1367,4,1,0,0,0,0,0,2,1,7,1,3,3,2,0,30,0,0,0,0,0,0,6,2006,140000
249,60,72,11317,1,0,0,0,5,101,2,95,3,1,1,0,1,0,840,4,1,828,0,0,0,1,3,1,7,0,3,3,2,144,68,0,0,0,0,0,0,9,2007,180000
250,50,0,159000,1,0,2,2,7,472,2,95,3,4,3,697,1,0,747,3,1,700,0,0,1,0,4,1,7,2,3,3,2,0,98,0,0,0,0,0,500,6,2007,277000
251,30,55,5350,1,0,1,0,2,0,0,85,3,1,1,0,1,0,728,4,1,0,0,0,0,0,3,1,4,0,0,0,2,263,0,0,0,0,0,0,450,5,2010,76500
252,120,44,4750,1,0,1,1,5,481,2,95,3,4,6,1573,1,0,0,4,1,0,0,1,1,0,2,1,7,1,3,3,2,123,0,0,0,153,0,0,0,12,2007,235000
253,60,65,8366,1,0,1,0,5,0,2,95,3,1,1,0,1,0,798,4,1,842,0,0,0,1,3,1,7,0,3,3,2,138,45,0,0,0,0,0,0,12,2008,173000
254,80,85,9350,1,0,0,0,7,108,2,95,3,4,2,270,5,580,452,4,1,0,0,0,1,0,3,1,6,0,3,3,2,333,0,0,0,0,0,0,0,10,2007,158000
255,20,70,8400,1,0,0,0,6,0,3,85,3,1,3,922,1,0,392,2,1,0,0,1,0,0,3,1,7,0,3,3,2,250,0,0,0,0,0,0,0,6,2010,145000
256,60,66,8738,1,0,1,0,5,302,2,95,3,1,1,0,1,0,975,4,1,1286,0,0,0,1,4,1,7,1,3,3,2,192,0,0,0,0,0,0,0,2,2006,230000
257,60,64,8791,1,0,1,0,5,0,2,95,3,1,3,503,1,0,361,4,1,864,0,0,0,1,3,1,7,0,3,3,2,216,56,0,0,0,0,0,0,5,2008,207500
258,20,68,8814,1,0,0,0,5,180,2,95,3,1,6,1334,1,0,270,4,1,0,0,1,0,1,3,1,7,1,3,3,2,123,110,0,0,0,0,0,0,3,2009,220000
259,60,80,12435,1,0,0,0,5,172,2,95,3,1,6,361,1,0,602,4,1,829,0,0,0,1,3,1,7,1,3,3,2,0,96,0,245,0,0,0,0,5,2008,231500
260,20,70,12702,1,0,0,0,5,0,2,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,2,1,7,0,3,3,2,0,45,0,0,0,0,0,0,12,2008,97000
261,80,120,19296,1,0,0,0,5,399,2,85,3,4,3,672,5,690,0,2,1,0,0,1,0,0,3,1,7,1,3,3,2,0,0,252,0,0,0,0,0,5,2009,176000
262,60,69,9588,1,0,1,0,5,270,2,105,3,1,1,0,1,0,1482,4,1,1092,0,0,0,1,3,1,7,1,3,3,2,0,148,0,0,0,0,0,0,11,2007,276000
263,80,88,8471,1,0,1,0,7,46,2,95,4,3,5,506,1,0,0,2,1,0,0,1,0,0,3,1,7,1,3,3,2,292,12,0,0,0,0,0,0,7,2006,151000
264,50,50,5500,1,0,0,0,7,0,2,85,3,1,2,234,5,692,0,2,1,0,390,1,0,0,3,1,7,0,3,3,2,0,0,0,0,0,0,0,0,4,2010,130000
265,30,30,5232,1,1,3,0,5,0,2,75,3,1,1,0,1,0,680,3,0,0,0,0,0,0,2,1,7,0,3,3,0,0,0,0,0,0,0,0,0,6,2008,73000
266,20,78,12090,1,0,1,0,6,210,3,95,3,1,6,588,2,228,606,2,1,0,0,0,0,0,3,1,7,1,3,3,2,276,0,0,0,0,0,0,0,6,2008,175500
267,60,70,11207,1,0,1,0,5,0,2,95,3,3,6,714,1,0,88,3,1,709,0,1,0,1,3,1,7,1,3,3,2,95,75,0,0,0,0,0,0,6,2006,185000
268,75,60,8400,1,0,0,1,8,0,2,85,3,1,2,378,1,0,342,4,1,720,420,0,0,1,4,1,7,1,3,3,2,262,24,0,0,0,0,0,0,7,2008,179500
269,30,71,6900,1,0,0,0,6,0,2,85,3,1,5,403,3,125,212,4,1,0,0,0,0,0,2,1,7,1,5,5,2,0,25,0,0,0,0,0,0,2,2008,120500
270,20,0,7917,1,0,1,0,7,174,3,85,4,1,4,751,1,0,392,2,1,0,0,1,0,1,3,1,7,1,3,4,2,370,30,0,0,0,0,0,0,5,2007,148000
271,60,84,10728,1,0,0,0,5,0,2,95,3,2,1,0,1,0,1095,3,1,844,0,0,0,1,3,1,7,1,3,3,2,192,51,0,0,0,0,0,0,8,2006,266000
272,20,73,39104,1,0,1,2,7,0,2,95,3,4,2,226,6,1063,96,4,1,0,0,1,0,0,2,1,4,2,3,3,2,81,0,0,0,0,0,0,0,4,2008,241500
273,60,92,11764,1,0,1,0,7,348,2,95,3,1,6,524,1,0,628,4,1,1106,0,0,0,1,4,1,7,1,3,3,2,132,57,0,0,0,0,0,0,4,2010,290000
274,20,80,9600,1,0,0,0,6,183,2,85,3,1,3,620,2,620,0,3,1,0,0,1,0,0,3,1,6,1,3,3,2,289,0,0,0,0,0,0,0,4,2009,139000
275,20,76,8314,1,0,0,0,7,0,2,85,3,4,5,546,1,0,270,2,1,0,0,0,0,0,2,1,7,0,3,3,2,168,0,0,0,0,0,0,0,6,2007,124500
276,50,55,7264,1,0,0,0,7,0,3,85,3,1,1,0,1,0,952,3,0,596,0,0,0,1,3,1,7,0,3,3,2,74,0,0,0,144,0,0,0,10,2009,205000
277,20,129,9196,1,0,1,0,5,0,2,105,3,1,1,0,1,0,1560,4,1,0,0,0,0,0,3,1,7,0,3,3,2,100,150,0,0,0,0,0,0,4,2010,201000
278,20,140,19138,1,0,0,0,5,0,2,85,3,1,2,120,1,0,744,4,1,0,0,0,0,0,2,1,7,0,3,3,2,0,0,0,0,0,0,0,0,6,2010,141000
279,20,107,14450,1,0,0,0,5,315,2,105,3,4,1,0,1,0,2121,4,1,0,0,0,0,1,3,1,7,1,3,3,2,124,98,0,0,142,0,0,0,5,2007,415298
280,60,83,10005,1,0,0,0,5,299,2,95,3,1,4,392,1,0,768,4,1,866,0,0,0,1,4,1,7,1,3,3,2,288,117,0,0,0,0,0,0,3,2008,192000
281,60,82,11287,1,0,0,0,6,340,2,95,3,3,6,421,1,0,386,3,1,807,0,0,0,1,3,1,7,1,3,3,2,0,84,0,196,0,0,0,0,1,2007,228500
282,20,60,7200,1,1,0,0,5,68,2,95,3,1,6,905,1,0,357,3,1,0,0,0,0,0,2,1,7,0,3,3,2,0,120,0,0,0,0,0,0,5,2006,185000
283,120,34,5063,1,0,0,0,5,166,2,95,3,1,6,904,1,0,410,4,1,0,0,1,0,0,2,1,7,1,3,3,2,172,62,0,0,0,0,0,0,4,2009,207500
284,20,74,9612,1,0,0,0,5,72,2,95,3,1,1,0,1,0,1468,4,1,0,0,0,0,0,3,1,7,1,3,3,2,210,150,0,0,0,0,0,0,12,2009,244600
285,120,50,8012,1,0,0,0,5,0,2,95,3,1,6,430,1,0,1145,3,1,0,0,1,0,0,2,1,7,0,3,3,2,0,0,52,0,0,0,0,0,7,2007,179200
286,160,35,4251,1,1,1,0,5,0,2,95,3,1,1,0,1,0,625,4,1,625,0,0,0,1,2,1,7,0,3,3,2,0,54,0,0,0,0,0,0,6,2007,164700
287,50,77,9786,1,0,1,0,7,0,2,85,3,1,3,600,1,0,312,2,1,649,0,0,0,1,3,1,7,1,3,3,2,0,0,0,0,128,0,0,0,6,2006,159000
288,20,0,8125,1,0,1,0,4,0,2,85,3,1,4,614,1,0,244,2,1,0,0,0,0,0,3,1,7,0,0,0,2,0,0,0,0,0,0,0,0,6,2006,88000
289,20,0,9819,1,0,1,0,5,31,3,85,3,1,4,450,1,0,432,2,1,0,0,0,0,0,3,1,7,0,3,3,2,0,0,0,0,0,0,0,0,2,2010,122000
290,70,60,8730,1,0,0,0,7,0,2,85,3,1,1,0,1,0,698,4,1,698,0,0,0,0,3,1,7,0,3,3,2,0,0,0,0,259,0,0,0,7,2007,153575
291,60,120,15611,1,0,0,0,5,0,2,95,3,3,1,0,1,0,1079,4,1,840,0,0,0,1,3,1,7,1,4,3,2,0,51,0,0,0,0,0,0,7,2006,233230
292,190,55,5687,1,1,0,0,6,0,1,85,2,1,3,210,1,0,570,4,0,780,0,1,0,0,6,1,7,0,0,0,0,0,184,0,0,0,0,0,0,3,2008,135900
293,50,60,11409,1,0,0,0,4,0,2,85,3,1,2,292,1,0,476,3,1,568,0,0,0,1,3,1,5,1,3,3,2,0,0,0,0,160,0,0,0,1,2009,131000
294,60,0,16659,1,0,1,0,7,34,2,85,3,1,5,795,1,0,0,1,1,795,0,1,0,1,3,1,7,1,3,3,2,0,250,0,0,0,0,0,0,3,2006,235000
295,20,80,9600,1,0,0,0,5,238,2,85,3,1,6,1285,1,0,131,2,1,0,0,1,0,0,3,1,7,2,3,3,2,110,0,0,0,0,0,0,0,10,2009,167000
