Id,MSSubClass,LotFrontage,LotArea,Street,Alley,LotShape,LandSlope,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,MiscVal,MoSold,YrSold,SalePrice
352,120,0,5271,1,0,1,1,7,5,1986,1986,0,2,2,95,3,4,6,1082,1,0,371,1453,3,1,1453,0,0,1453,1,0,1,1,2,1,3,6,7,1,3,2,2,445,3,3,2,0,80,0,0,184,0,0,0,12,2006,190000
353,50,60,9084,1,0,0,0,5,6,1941,1950,0,2,2,85,2,2,2,236,3,380,0,616,2,0,616,495,0,1111,0,1,1,0,3,1,2,5,7,0,0,1,1,200,3,2,2,48,0,0,0,0,0,0,0,3,2008,95000
354,30,60,8520,1,0,0,0,6,8,1928,2003,0,2,3,85,3,1,1,0,1,0,624,624,3,1,720,0,0,720,0,0,1,0,2,1,2,5,7,0,0,1,2,484,3,3,2,106,0,0,0,0,0,0,0,5,2010,105900
355,50,60,8400,1,0,0,0,6,5,1940,2000,0,2,2,85,3,1,2,388,1,0,552,940,4,1,1192,403,0,1595,0,0,1,0,2,1,2,6,7,2,4,1,1,240,3,3,2,0,0,108,0,0,0,0,0,6,2006,140000
356,20,105,11249,1,0,2,0,6,5,1995,1995,0,3,3,95,4,1,5,334,4,544,322,1200,4,1,1200,0,0,1200,1,0,2,0,3,1,3,6,7,0,0,2,2,521,3,3,2,0,26,0,0,0,0,0,0,8,2007,177500
357,20,0,9248,1,0,1,0,6,6,1992,1992,106,2,2,95,3,1,6,560,1,0,598,1158,3,1,1167,0,0,1167,1,0,2,0,3,1,3,6,7,0,0,2,2,400,3,3,2,120,26,0,0,0,0,0,0,7,2009,173000
358,120,44,4224,1,0,0,0,5,5,1976,1976,0,2,2,95,3,1,5,874,1,0,268,1142,2,1,1142,0,0,1142,1,0,1,1,3,1,2,6,7,1,1,3,2,528,3,3,2,536,90,0,0,0,0,0,0,8,2007,134000
359,80,92,6930,1,0,1,0,5,4,1958,1958,120,2,2,85,3,3,4,300,3,294,468,1062,4,1,1352,0,0,1352,0,1,1,0,3,1,3,6,5,0,0,1,1,288,3,3,2,168,0,294,0,0,0,0,0,7,2006,130000
360,60,78,12011,1,0,1,0,8,5,1998,1998,530,3,2,95,3,3,6,956,1,0,130,1086,4,1,1086,838,0,1924,1,0,2,1,3,1,3,7,7,1,3,2,2,592,3,3,2,208,75,0,0,374,0,0,0,6,2006,280000
361,85,0,7540,1,0,1,0,6,6,1978,1978,0,2,2,95,3,3,6,773,1,0,115,888,4,1,912,0,0,912,1,0,1,0,2,1,2,5,7,1,3,2,2,470,3,3,2,0,0,0,0,192,0,0,0,6,2007,156000
362,50,0,9144,1,1,0,0,5,5,1940,1982,0,2,2,85,3,1,3,399,1,0,484,883,3,1,988,517,0,1505,1,0,1,0,3,1,2,8,7,0,0,1,1,240,3,3,0,0,0,0,0,0,0,0,0,7,2008,145000
363,85,64,7301,1,0,0,0,7,5,2003,2003,500,3,2,0,0,0,0,0,0,0,0,0,4,1,495,1427,0,1922,0,0,3,0,4,1,3,7,7,1,5,2,2,672,3,3,2,0,0,177,0,0,0,0,0,7,2009,198500
364,160,21,1680,1,0,0,0,6,8,1972,2007,510,2,2,85,3,1,5,162,1,0,321,483,3,1,483,504,0,987,0,0,1,1,2,1,3,5,7,0,0,1,1,264,3,3,2,250,0,0,0,0,0,0,0,5,2009,118000
365,60,0,18800,1,0,1,0,6,5,1976,1976,120,2,2,95,3,2,6,712,1,0,84,796,2,1,790,784,0,1574,1,0,2,1,3,1,2,6,7,1,3,3,2,566,3,3,2,306,111,0,0,0,0,0,0,7,2006,190000
366,70,59,10690,1,0,0,0,5,7,1920,1997,0,2,3,85,2,1,3,456,1,0,216,672,3,1,672,672,0,1344,0,0,1,0,3,1,2,6,7,0,0,1,1,468,3,2,2,0,128,218,0,0,0,0,0,7,2009,147000
367,20,0,9500,1,0,1,0,6,5,1963,1963,247,2,2,95,3,1,4,609,1,0,785,1394,3,1,1394,0,0,1394,1,0,1,1,3,1,2,6,7,2,4,2,2,514,3,3,2,0,76,0,0,185,0,0,0,7,2009,159000
368,80,101,9150,1,0,1,0,6,5,1962,1962,305,2,2,95,3,4,6,371,1,0,728,1099,3,1,1431,0,0,1431,0,1,1,0,3,1,2,6,7,1,4,2,1,296,3,3,2,64,110,0,0,0,0,0,0,12,2008,165000
369,20,78,7800,1,0,0,0,5,6,1954,1954,200,2,2,85,3,1,2,540,1,0,728,1268,3,1,1268,0,0,1268,0,0,1,0,2,1,2,7,7,1,4,3,1,244,3,3,2,0,98,0,0,0,0,0,0,3,2010,132000
370,20,0,9830,1,0,1,0,5,7,1959,2006,0,2,3,85,3,1,5,72,3,258,733,1063,4,1,1287,0,0,1287,1,0,1,0,3,1,3,7,7,1,4,3,2,576,3,3,2,364,17,0,0,182,0,0,0,3,2010,162000
371,60,0,8121,1,0,1,0,6,5,2000,2000,0,2,2,95,3,1,1,0,1,0,953,953,4,1,953,711,0,1664,0,0,2,1,3,1,2,7,7,1,3,2,2,460,3,3,2,100,40,0,0,0,0,0,0,1,2006,172400
372,50,80,17120,1,0,0,0,4,4,1959,1959,0,2,2,0,0,0,0,0,0,0,0,0,2,1,1120,468,0,1588,0,0,2,0,4,1,2,7,5,1,4,3,2,680,3,3,0,0,59,0,0,0,0,0,0,7,2008,134432
373,120,50,7175,1,0,0,0,6,5,1984,1984,0,2,2,95,3,1,5,623,2,121,0,744,2,1,752,0,0,752,1,0,1,0,2,1,2,4,7,0,0,1,1,264,3,3,2,353,0,0,0,90,0,0,0,2,2010,125000
374,20,79,10634,1,0,0,0,5,6,1953,1953,0,2,2,85,3,1,4,428,2,180,0,608,2,1,1319,0,0,1319,1,0,1,0,3,1,2,5,5,0,0,1,1,270,3,3,2,66,0,0,0,0,0,0,0,11,2009,123000
375,60,65,8200,1,0,0,0,7,5,2003,2004,0,3,2,95,3,1,1,0,1,0,847,847,4,1,847,1081,0,1928,0,0,2,1,4,1,3,8,7,1,4,3,2,434,3,3,2,100,48,0,0,0,0,0,0,7,2007,219500
376,30,0,10020,1,0,1,2,1,1,1922,1950,0,1,1,75,1,4,4,350,1,0,333,683,3,0,904,0,0,904,1,0,0,1,1,1,1,4,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,2009,61000
377,85,57,8846,1,0,1,0,5,5,1996,1996,0,3,2,95,3,3,6,298,1,0,572,870,4,1,914,0,0,914,0,0,1,0,2,1,2,5,7,0,0,1,2,576,3,3,2,0,0,0,0,0,0,0,0,7,2006,148000
378,60,102,11143,1,0,1,0,8,5,2004,2005,0,3,2,95,3,1,1,0,1,0,1580,1580,4,1,1580,886,0,2466,0,0,3,0,4,1,3,8,7,1,4,2,2,610,3,3,2,159,214,0,0,0,0,0,0,12,2007,340000
379,20,88,11394,1,0,0,0,9,2,2010,2010,350,3,2,105,3,3,6,1445,1,0,411,1856,4,1,1856,0,0,1856,1,0,1,1,1,1,4,8,7,1,5,3,3,834,3,3,2,113,0,0,0,0,0,0,0,6,2010,394432
380,60,60,8123,1,0,1,0,6,5,2000,2000,16,2,2,95,3,1,1,0,1,0,982,982,4,1,1007,793,0,1800,0,0,2,1,3,1,2,7,7,1,3,3,2,463,3,3,2,100,63,0,0,0,0,0,0,6,2009,179000
381,50,50,5000,1,1,0,0,5,6,1924,1950,0,2,2,85,3,1,2,218,1,0,808,1026,2,1,1026,665,0,1691,0,0,2,0,3,1,3,6,7,1,4,1,1,308,3,3,2,0,0,242,0,0,0,0,0,5,2010,127000
382,20,60,7200,1,1,0,0,7,5,2006,2006,0,3,2,95,4,1,1,0,1,0,1293,1293,4,1,1301,0,0,1301,1,0,2,0,2,1,3,5,7,1,4,2,2,572,3,3,2,216,121,0,0,0,0,0,0,8,2006,187750
383,60,79,9245,1,0,1,0,7,5,2006,2006,0,3,2,95,3,3,1,0,1,0,939,939,4,1,939,858,0,1797,0,0,2,1,3,1,3,8,7,0,0,2,2,639,3,3,2,144,53,0,0,0,0,0,0,4,2007,213500
384,45,60,9000,1,0,0,0,6,3,1928,1950,0,2,2,75,2,1,1,0,1,0,784,784,2,0,784,0,0,784,0,0,1,0,2,1,2,5,7,0,0,1,2,360,2,2,0,0,0,91,0,0,0,0,0,10,2009,76000
385,60,0,53107,1,0,2,1,6,5,1992,1992,0,3,2,95,3,3,6,985,1,0,595,1580,4,1,1079,874,0,1953,1,0,2,1,3,1,3,9,7,2,2,3,2,501,3,3,2,216,231,0,0,0,0,0,0,6,2007,240000
386,120,43,3182,1,0,0,0,8,5,2004,2005,16,3,2,95,3,1,6,24,1,0,1232,1256,4,1,1269,0,0,1269,0,0,2,0,2,1,3,6,7,1,3,3,2,430,3,3,2,146,20,0,0,144,0,0,0,4,2010,192000
387,50,58,8410,1,0,0,0,5,3,1910,1996,0,2,1,85,3,1,1,0,1,0,658,658,2,1,658,526,0,1184,0,0,1,0,5,1,2,8,7,0,0,0,0,0,0,0,0,0,151,0,0,0,0,0,0,5,2006,81000
388,80,72,7200,1,0,0,0,6,6,1976,1976,255,2,2,85,3,3,5,631,1,0,410,1041,4,1,1125,0,0,1125,1,0,1,0,3,1,2,6,7,1,2,1,1,352,3,3,2,296,0,0,0,0,0,0,0,10,2009,125000
389,20,93,9382,1,0,1,0,7,5,1999,2000,125,3,2,95,3,1,1,0,1,0,1468,1468,4,1,1479,0,0,1479,0,0,2,0,3,1,3,6,7,0,0,2,2,577,3,3,2,120,25,0,0,0,0,0,0,7,2008,191000
390,60,96,12474,1,0,0,0,10,5,2007,2008,272,4,2,105,3,3,6,1280,1,0,402,1682,4,1,1742,590,0,2332,1,0,2,1,3,1,4,9,7,1,5,3,3,846,3,3,2,196,134,0,0,0,0,0,0,8,2008,426000
391,50,50,8405,1,1,0,0,5,8,1900,1950,0,2,2,85,4,1,3,241,4,391,229,861,4,1,961,406,0,1367,1,0,1,0,4,1,2,7,7,0,0,1,1,384,3,3,2,0,130,112,0,0,0,0,0,4,2008,119000
392,60,71,12209,1,0,1,0,6,5,2001,2002,0,2,2,105,3,1,5,690,1,0,114,804,4,1,804,1157,0,1961,1,0,2,1,3,1,3,7,7,1,3,3,2,560,3,3,2,125,192,0,0,0,0,0,0,6,2009,215000
393,20,0,8339,1,0,1,0,5,7,1959,1959,0,2,2,0,0,0,0,0,0,0,0,0,2,1,882,0,0,882,0,0,1,0,3,1,2,5,7,0,0,2,1,294,3,3,2,0,0,0,0,0,0,0,1200,7,2007,106500
394,30,0,7446,1,0,0,0,4,5,1941,1950,0,2,2,85,3,1,3,266,1,0,522,788,2,1,788,0,0,788,0,0,1,0,2,1,2,4,7,2,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,2006,100000
395,50,60,10134,1,0,0,0,5,6,1940,1950,0,2,2,85,3,1,1,0,1,0,735,735,3,1,735,299,0,1034,0,0,1,0,2,1,2,5,7,0,0,1,1,240,3,3,2,0,39,0,0,0,0,0,0,7,2007,109000
396,20,68,9571,1,0,0,0,5,6,1956,1956,0,2,2,85,3,3,4,739,1,0,405,1144,2,1,1144,0,0,1144,1,0,1,0,3,1,2,6,7,0,0,1,1,596,3,3,2,44,0,0,0,0,0,0,0,6,2010,129000
397,20,60,7200,1,0,0,0,5,5,1972,1972,0,2,2,85,3,3,3,777,1,0,117,894,2,1,894,0,0,894,0,0,1,0,2,1,2,6,7,0,0,2,2,600,3,3,2,215,0,0,0,0,0,0,0,9,2009,123000
398,60,69,7590,1,0,0,0,5,5,1962,1962,288,2,2,85,3,1,5,540,1,0,324,864,2,1,876,936,0,1812,0,0,2,0,4,1,2,8,7,1,3,2,1,264,3,3,2,0,168,0,0,0,0,0,0,7,2007,169500
399,30,60,8967,1,0,0,0,5,2,1920,1950,0,2,1,75,1,1,1,0,1,0,961,961,3,1,1077,0,0,1077,0,0,1,0,2,1,2,6,2,0,0,1,1,338,1,1,0,0,0,0,0,0,0,0,0,11,2007,67000
400,60,65,8125,1,0,0,0,7,5,2006,2007,100,3,2,95,3,1,6,812,1,0,280,1092,4,1,1112,438,0,1550,1,0,2,0,2,1,3,7,7,0,0,3,2,438,3,3,2,0,168,0,0,0,0,0,0,10,2009,241000
401,120,38,14963,1,0,2,0,8,5,1996,1996,0,3,2,95,3,1,6,786,1,0,474,1260,4,1,1288,0,0,1288,1,0,1,1,1,1,4,4,7,2,4,3,2,500,3,3,2,120,30,0,0,224,0,0,0,12,2008,245500
402,20,65,8767,1,0,1,0,7,5,2005,2005,0,3,2,95,3,3,6,24,1,0,1286,1310,4,1,1310,0,0,1310,0,0,2,0,3,1,3,6,7,1,4,3,2,400,3,3,2,0,0,0,0,0,0,0,0,7,2006,164990
403,30,60,10200,1,0,0,0,5,8,1940,1997,0,2,2,85,3,1,1,0,1,0,672,672,4,1,672,0,0,672,0,0,1,0,2,1,2,4,7,0,0,1,1,240,3,3,0,168,0,0,0,0,0,0,0,8,2008,108000
404,60,93,12090,1,0,0,0,8,5,1998,1998,650,3,2,95,3,1,1,0,1,0,1141,1141,3,1,1165,1098,0,2263,0,0,2,1,4,1,3,10,7,1,3,3,2,420,3,3,2,144,123,0,0,0,0,0,0,7,2006,258000
405,60,0,10364,1,0,1,0,6,5,1995,1996,0,2,2,95,3,1,1,0,1,0,806,806,3,1,806,766,0,1572,0,0,2,1,3,1,2,7,7,1,3,3,2,373,3,3,2,0,40,0,0,0,0,0,0,5,2007,168000
406,20,0,9991,1,0,1,0,4,4,1976,1993,0,2,2,85,3,1,4,1116,1,0,165,1281,4,1,1620,0,0,1620,1,0,2,0,3,1,2,8,6,1,3,1,2,490,3,3,2,120,78,0,0,0,0,0,0,6,2009,150000
407,50,51,10480,1,0,0,0,6,5,1936,1950,0,2,2,85,3,1,1,0,1,0,1064,1064,4,1,1166,0,473,1639,0,0,1,0,3,1,2,6,2,0,0,1,1,240,3,3,2,0,0,0,0,0,0,0,0,3,2008,115000
408,70,63,15576,1,0,0,0,6,7,1915,1976,0,2,2,95,3,1,1,0,1,0,840,840,4,1,840,840,0,1680,0,0,2,0,4,1,2,8,7,0,0,1,1,308,3,3,2,0,0,160,0,0,0,0,0,3,2008,177000
409,60,109,14154,1,0,0,0,7,5,2006,2006,350,3,2,105,4,1,1,0,1,0,1063,1063,4,1,1071,1101,0,2172,0,0,2,1,3,1,3,9,7,1,4,2,3,947,3,3,2,192,62,0,0,0,0,0,0,8,2007,280000
410,60,85,10800,1,0,0,0,8,5,2007,2008,100,3,2,105,3,1,6,789,1,0,245,1034,4,1,1050,1028,0,2078,1,0,2,1,3,1,4,8,7,1,4,3,3,836,3,3,2,0,102,0,0,0,0,0,0,4,2008,339750
411,20,68,9571,1,0,0,0,5,3,1958,1958,0,2,1,85,2,1,1,0,1,0,1276,1276,2,1,1276,0,0,1276,0,0,1,0,3,1,2,5,4,0,0,1,1,350,3,3,2,0,0,0,0,0,0,0,0,6,2009,60000
412,190,100,34650,1,0,0,0,5,5,1955,1955,0,2,2,85,3,2,3,1056,1,0,0,1056,2,0,1056,0,0,1056,1,0,1,0,3,1,2,5,7,0,0,3,2,572,3,3,2,264,0,0,0,0,0,0,0,1,2006,145000
413,20,0,4403,1,0,2,0,7,5,2009,2009,432,4,2,105,3,3,6,578,1,0,892,1470,4,1,1478,0,0,1478,1,0,2,1,2,1,3,7,7,1,4,3,2,484,3,3,2,0,144,0,0,0,0,0,0,6,2010,222000
414,30,56,8960,1,1,0,0,5,6,1927,1950,0,2,2,85,3,1,1,0,1,0,1008,1008,3,1,1028,0,0,1028,0,0,1,0,2,1,2,5,7,1,4,1,2,360,3,3,2,0,0,130,0,0,0,0,0,3,2010,115000
415,60,59,11228,1,0,2,0,7,5,1993,1993,0,3,2,95,3,1,4,50,6,531,499,1080,4,1,1080,1017,0,2097,0,1,2,1,3,1,3,9,7,1,3,1,3,678,3,3,2,196,187,0,0,0,0,0,0,12,2008,228000
416,20,73,8899,1,0,1,0,7,5,2007,2007,0,3,2,95,3,3,6,24,1,0,1316,1340,4,1,1340,0,0,1340,0,0,2,0,3,1,3,6,7,0,0,3,2,396,3,3,2,100,30,0,0,0,0,0,0,8,2007,181134
417,60,74,7844,1,0,0,0,6,7,1978,1978,203,2,2,85,3,1,5,209,1,0,463,672,2,1,672,728,0,1400,0,0,1,1,3,1,2,6,7,1,3,3,2,440,3,3,2,0,0,0,0,0,0,0,0,3,2006,149500
418,70,86,22420,1,0,1,0,6,6,1918,1950,0,2,2,95,3,1,4,1128,1,0,242,1370,2,0,1370,1254,0,2624,1,0,2,1,4,1,2,10,7,1,4,1,3,864,3,3,0,0,0,0,0,0,0,0,0,11,2007,239000
419,50,60,8160,1,0,0,0,5,6,1940,1950,0,2,2,85,3,1,5,312,1,0,444,756,1,0,756,378,0,1134,1,0,1,1,3,1,2,7,7,0,0,1,1,240,3,3,1,0,0,0,0,0,0,0,0,4,2007,126000
420,20,65,8450,1,0,0,0,5,6,1968,1968,0,2,2,85,3,1,4,775,1,0,281,1056,4,1,1056,0,0,1056,1,0,1,0,3,1,2,6,7,1,2,1,1,304,3,3,2,0,85,184,0,0,0,0,0,7,2010,142000
421,90,78,7060,1,0,0,0,7,5,1997,1998,200,2,3,95,4,4,6,1309,1,0,35,1344,4,1,1344,0,0,1344,2,0,2,0,2,2,2,8,7,0,0,3,4,784,3,3,2,0,0,0,0,0,0,0,0,11,2008,206300
422,20,0,16635,1,0,1,0,6,7,1977,2000,126,3,2,95,3,1,5,1246,1,0,356,1602,3,1,1602,0,0,1602,0,1,2,0,3,1,3,8,7,1,3,3,2,529,3,3,2,240,0,0,0,0,0,0,0,6,2009,215000
423,20,100,21750,1,0,0,1,5,5,1954,1954,0,2,2,85,3,1,1,0,1,0,988,988,4,1,988,0,0,988,0,0,1,0,2,1,2,4,7,0,0,2,2,520,3,3,0,0,0,0,0,0,0,0,0,2,2008,113000
424,60,80,9200,1,0,0,0,8,5,1998,1998,473,3,2,95,3,1,6,986,1,0,484,1470,3,1,1470,1160,0,2630,1,0,2,1,4,1,3,8,7,1,3,3,3,696,3,3,2,0,66,0,0,0,0,0,0,6,2008,315000
425,20,72,9000,1,0,0,0,6,5,1956,1956,74,2,2,95,3,1,2,616,1,0,580,1196,3,1,1196,0,0,1196,1,0,1,0,2,1,2,6,7,1,4,2,1,297,3,3,2,0,44,0,0,0,0,0,0,5,2008,139000
426,60,60,3378,1,1,0,0,7,8,1946,1992,0,2,3,85,3,1,1,0,1,0,651,651,3,1,707,682,0,1389,0,0,1,1,3,1,2,6,7,2,4,1,1,240,3,3,1,0,0,126,0,0,0,0,0,9,2009,135000
427,80,0,12800,1,0,0,1,7,5,1989,1989,145,3,2,95,3,4,6,1518,1,0,0,1518,3,1,1644,0,0,1644,1,1,2,0,2,1,3,5,7,1,3,3,2,569,3,3,2,80,0,0,0,396,0,0,0,8,2009,275000
428,20,77,8593,1,0,1,0,4,6,1957,1957,0,2,2,85,3,1,3,288,1,0,619,907,4,1,907,0,0,907,0,0,1,0,3,1,2,5,7,0,0,1,1,352,3,3,2,0,0,0,0,0,0,0,0,7,2008,109008
429,20,64,6762,1,0,0,0,7,5,2007,2007,108,3,2,95,3,1,6,664,1,0,544,1208,4,1,1208,0,0,1208,1,0,2,0,2,1,3,6,7,0,0,2,2,628,3,3,2,105,54,0,0,0,0,0,0,9,2007,195400
430,20,130,11457,1,0,1,0,6,5,1988,1988,0,2,2,95,3,2,6,1005,1,0,387,1392,2,1,1412,0,0,1412,1,0,2,0,3,1,3,6,7,1,3,1,2,576,3,3,2,0,0,169,0,0,0,0,0,3,2009,175000
431,160,21,1680,1,0,0,0,6,5,1971,1971,232,2,2,85,3,1,5,387,1,0,96,483,2,1,483,504,0,987,0,0,1,1,2,1,2,4,7,0,0,1,1,264,3,3,2,0,0,0,0,0,0,0,0,7,2008,85400
432,50,60,5586,1,0,1,0,6,7,1920,1998,0,2,2,85,3,1,1,0,1,0,901,901,3,1,1088,110,0,1198,0,0,1,0,4,1,2,7,7,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,9,2008,79900
433,160,24,1920,1,0,0,0,5,5,1971,1971,376,2,2,85,3,1,5,471,1,0,294,765,4,1,765,600,0,1365,1,0,1,1,2,1,2,6,6,0,0,1,2,440,3,3,2,240,36,0,0,0,0,0,0,8,2007,122500
434,60,100,10839,1,0,1,0,6,5,1997,1998,0,2,2,95,3,1,1,0,1,0,926,926,4,1,926,678,0,1604,0,0,2,1,3,1,2,7,7,1,3,3,2,470,3,3,2,0,36,0,0,0,0,0,0,7,2008,181000
435,180,21,1890,1,0,0,0,4,7,1972,1972,0,2,3,95,3,3,5,495,1,0,135,630,3,1,630,0,0,630,1,0,1,0,1,1,2,3,7,0,0,0,0,0,0,0,2,88,0,0,0,0,0,0,0,6,2008,81000
436,60,43,10667,1,0,2,0,7,6,1996,1996,0,3,2,95,3,3,6,385,5,344,70,799,4,1,827,834,0,1661,1,0,2,1,3,1,3,6,7,1,3,2,2,550,3,3,2,158,61,0,0,0,0,0,0,4,2009,212000
437,50,40,4400,1,0,0,0,6,8,1920,1950,0,2,2,75,3,1,1,0,1,0,648,648,2,1,734,384,0,1118,0,0,1,0,2,1,2,6,7,0,0,1,2,440,3,3,2,0,0,0,0,0,0,0,0,10,2006,116000
438,45,50,6000,1,0,0,0,6,7,1926,2004,0,3,2,85,3,1,1,0,1,0,884,884,3,1,904,0,0,904,0,0,1,0,2,1,2,4,7,0,0,1,1,180,3,3,2,0,0,105,0,0,0,0,0,1,2009,119000
439,30,40,4280,1,0,0,0,5,6,1913,2002,0,2,2,85,3,1,2,365,1,0,75,440,2,0,694,0,0,694,0,0,1,0,2,1,3,4,7,1,4,1,1,352,4,3,1,0,0,34,0,0,0,0,0,3,2007,90350
440,50,67,12354,1,1,0,0,6,8,1920,2000,0,2,2,85,2,2,1,0,1,0,684,684,3,1,684,512,0,1196,0,0,1,0,3,1,3,7,7,0,0,1,2,528,3,3,2,0,46,0,0,0,0,0,800,8,2009,110000
441,20,105,15431,1,0,0,0,10,5,2008,2008,200,4,2,105,3,4,6,1767,5,539,788,3094,4,1,2402,0,0,2402,1,0,2,0,2,1,4,10,7,2,4,3,3,672,3,3,2,0,72,0,0,170,0,0,0,4,2009,555000
442,90,92,12108,1,0,0,0,4,4,1955,1955,270,2,2,85,3,1,5,133,1,0,1307,1440,2,0,1440,0,0,1440,0,0,2,0,4,2,1,8,7,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,9,2008,118000
443,50,52,6240,1,0,0,0,5,7,1930,1992,0,2,2,85,3,1,1,0,1,0,1078,1078,2,1,1128,445,0,1573,0,0,2,0,3,1,2,8,7,1,4,1,2,360,3,3,1,0,0,0,0,0,0,0,0,6,2008,162900
444,120,53,3922,1,0,0,0,7,5,2006,2007,72,3,2,105,3,3,1,0,1,0,1258,1258,4,1,1258,0,0,1258,0,0,2,0,2,1,3,6,7,1,4,3,3,648,3,3,2,144,16,0,0,0,0,0,0,6,2007,172500
445,60,70,8750,1,0,0,0,7,5,1994,1995,0,3,3,95,3,1,6,642,1,0,273,915,4,1,933,975,0,1908,1,0,2,1,4,1,3,8,7,1,3,1,2,493,3,3,2,144,133,0,0,0,0,0,0,7,2008,210000
446,20,73,9855,1,0,0,0,6,5,1956,1956,0,2,2,85,3,1,1,0,1,0,1436,1436,1,1,1689,0,0,1689,0,0,1,0,3,1,2,7,7,1,4,1,2,480,3,3,2,0,0,0,0,0,0,0,0,11,2009,127500
447,20,137,16492,1,0,1,0,6,6,1966,2002,0,3,2,85,3,1,5,247,3,713,557,1517,4,1,1888,0,0,1888,0,0,2,1,2,1,3,6,4,1,4,3,2,578,3,3,2,0,0,0,0,0,0,0,0,6,2010,190000
448,60,0,11214,1,0,1,0,7,5,1998,1999,0,3,2,95,3,1,1,0,1,0,930,930,3,1,956,930,0,1886,0,0,2,1,4,1,3,10,7,1,3,3,2,431,3,3,2,89,0,0,0,0,0,0,0,7,2006,199900
449,50,50,8600,1,0,0,0,6,6,1937,1950,0,2,2,85,3,1,1,0,1,0,780,780,2,1,780,596,0,1376,0,0,2,0,3,1,2,7,7,1,4,1,1,198,3,3,0,0,0,0,0,0,0,0,0,6,2006,119500
450,50,50,6000,1,0,0,0,3,7,1948,2002,0,2,3,85,3,1,5,331,1,0,318,649,4,1,679,504,0,1183,0,0,1,1,2,1,2,6,7,0,0,1,1,308,3,3,2,0,176,0,0,0,0,0,0,6,2007,120000
451,30,70,5684,1,0,0,0,6,8,1930,2005,0,2,2,85,3,1,1,0,1,0,813,813,4,1,813,0,0,813,0,0,1,0,2,1,3,5,7,0,0,1,1,270,2,2,0,0,113,0,0,0,0,0,0,6,2006,110000
452,20,62,70761,1,0,1,1,7,5,1975,1975,0,2,2,95,3,4,5,655,1,0,878,1533,2,1,1533,0,0,1533,1,0,2,0,2,1,3,5,7,2,3,1,2,576,3,3,2,200,54,0,0,0,0,0,0,12,2006,280000
453,60,0,9303,1,0,1,0,6,5,1996,1997,42,3,2,105,3,1,5,742,1,0,130,872,4,1,888,868,0,1756,1,0,2,1,3,1,2,7,7,0,0,3,2,422,3,3,2,144,122,0,0,0,0,0,0,7,2007,204000
454,60,75,9000,1,0,0,0,8,5,2008,2008,0,3,2,95,3,1,1,0,1,0,768,768,4,1,786,804,0,1590,0,0,2,1,3,1,3,6,7,0,0,2,2,676,3,3,2,0,30,0,0,0,0,0,0,6,2009,210000
455,90,63,9297,1,0,0,0,5,5,1976,1976,0,2,2,85,3,1,5,1606,1,0,122,1728,2,1,1728,0,0,1728,2,0,2,0,4,2,2,8,7,0,0,1,2,560,3,3,2,0,0,0,0,0,0,0,0,7,2006,188000
456,20,80,9600,1,0,0,0,7,6,1973,1973,320,2,2,85,3,1,5,916,1,0,326,1242,1,1,1242,0,0,1242,0,0,1,1,3,1,2,6,7,1,3,1,2,528,3,3,2,0,0,0,0,0,0,0,0,9,2007,175500
457,70,34,4571,1,1,0,0,5,5,1916,1950,0,2,2,85,3,1,1,0,1,0,624,624,1,0,624,720,0,1344,0,0,1,0,4,1,2,7,7,0,0,1,3,513,2,2,2,0,0,96,0,0,0,0,0,5,2008,98000
458,20,0,53227,1,0,1,1,4,6,1954,1994,0,2,2,95,3,4,4,1116,1,0,248,1364,4,1,1663,0,0,1663,1,0,1,0,2,1,3,6,6,2,4,3,2,529,3,3,2,224,137,0,0,0,0,0,0,3,2008,256000
459,70,0,5100,1,1,0,0,8,7,1925,1996,0,2,3,85,3,1,1,0,1,0,588,588,1,1,833,833,0,1666,0,0,1,0,3,1,3,7,7,1,4,1,1,228,3,3,2,192,63,0,0,0,0,0,0,6,2008,161000
460,50,0,7015,1,0,1,0,5,4,1950,1950,161,2,2,85,3,1,2,185,1,0,524,709,2,1,979,224,0,1203,1,0,1,0,3,1,3,5,7,1,3,1,1,352,3,3,2,0,0,248,0,0,0,0,0,7,2009,110000
461,60,75,8004,1,0,1,0,8,5,2009,2009,110,3,2,95,3,1,6,544,1,0,288,832,4,1,832,1103,0,1935,1,0,2,1,3,1,2,8,7,0,0,3,2,552,3,3,2,0,150,0,0,0,0,0,0,12,2009,263435
